/content/satellite_images_cropped/zm128m_lat14d552248_lon121d020263_cropped.JPG,0,0,193,172,building
/content/satellite_images_cropped/zm128m_lat14d552248_lon121d020263_cropped.JPG,203,0,511,192,building
/content/satellite_images_cropped/zm128m_lat14d552248_lon121d020263_cropped.JPG,200,401,329,467,building
/content/satellite_images_cropped/zm128m_lat14d552248_lon121d020263_cropped.JPG,0,185,93,322,building
/content/satellite_images_cropped/zm128m_lat14d552248_lon121d020263_cropped.JPG,91,241,339,468,building
/content/satellite_images_cropped/zm128m_lat14d552248_lon121d020263_cropped.JPG,339,265,507,511,building
/content/satellite_images_cropped/zm128m_lat14d63309_lon121d067003_cropped.JPG,488,0,511,42,residence
/content/satellite_images_cropped/zm128m_lat14d63309_lon121d067003_cropped.JPG,425,9,481,69,residence
/content/satellite_images_cropped/zm128m_lat14d63309_lon121d067003_cropped.JPG,402,464,511,511,residence
/content/satellite_images_cropped/zm128m_lat14d63309_lon121d067003_cropped.JPG,22,333,270,511,residence
/content/satellite_images_cropped/zm128m_lat14d63309_lon121d067003_cropped.JPG,333,250,363,287,residence
/content/satellite_images_cropped/zm128m_lat14d63309_lon121d067003_cropped.JPG,132,0,200,84,residence
/content/satellite_images_cropped/zm128m_lat14d63309_lon121d067003_cropped.JPG,0,0,125,185,residence
/content/satellite_images_cropped/zm128m_lat14d63309_lon121d067003_cropped.JPG,170,0,406,241,residence
/content/satellite_images_cropped/zm128m_lat14d63309_lon121d067003_cropped.JPG,436,73,511,170,residence
/content/satellite_images_cropped/zm128m_lat14d63309_lon121d067003_cropped.JPG,339,80,451,203,residence
/content/satellite_images_cropped/zm128m_lat14d63309_lon121d067003_cropped.JPG,452,212,511,385,residence
/content/satellite_images_cropped/zm128m_lat14d63309_lon121d067003_cropped.JPG,125,158,187,260,residence
/content/satellite_images_cropped/zm128m_lat14d63309_lon121d067003_cropped.JPG,14,174,210,323,residence
/content/satellite_images_cropped/zm128m_lat14d63309_lon121d067003_cropped.JPG,243,241,430,448,residence
/content/satellite_images_cropped/zm128m_lat14d553405_lon121d014324_cropped.JPG,446,1,511,34,building
/content/satellite_images_cropped/zm128m_lat14d553405_lon121d014324_cropped.JPG,226,0,329,110,building
/content/satellite_images_cropped/zm128m_lat14d553405_lon121d014324_cropped.JPG,116,3,226,125,building
/content/satellite_images_cropped/zm128m_lat14d553405_lon121d014324_cropped.JPG,0,260,22,284,building
/content/satellite_images_cropped/zm128m_lat14d553405_lon121d014324_cropped.JPG,437,337,507,465,building
/content/satellite_images_cropped/zm128m_lat14d553405_lon121d014324_cropped.JPG,155,378,341,479,building
/content/satellite_images_cropped/zm128m_lat14d553405_lon121d014324_cropped.JPG,252,312,324,353,building
/content/satellite_images_cropped/zm128m_lat14d553405_lon121d014324_cropped.JPG,132,299,229,369,building
/content/satellite_images_cropped/zm128m_lat14d553405_lon121d014324_cropped.JPG,360,0,480,241,building
/content/satellite_images_cropped/zm128m_lat14d553405_lon121d014324_cropped.JPG,280,138,346,224,building
/content/satellite_images_cropped/zm128m_lat14d553405_lon121d014324_cropped.JPG,128,141,277,235,building
/content/satellite_images_cropped/zm128m_lat14d635403_lon121d067003_cropped.JPG,421,0,452,29,residence
/content/satellite_images_cropped/zm128m_lat14d635403_lon121d067003_cropped.JPG,444,1,511,74,residence
/content/satellite_images_cropped/zm128m_lat14d635403_lon121d067003_cropped.JPG,196,392,296,511,residence
/content/satellite_images_cropped/zm128m_lat14d635403_lon121d067003_cropped.JPG,86,41,396,220,residence
/content/satellite_images_cropped/zm128m_lat14d635403_lon121d067003_cropped.JPG,0,5,109,288,residence
/content/satellite_images_cropped/zm128m_lat14d635403_lon121d067003_cropped.JPG,299,127,504,372,residence
/content/satellite_images_cropped/zm128m_lat14d635403_lon121d067003_cropped.JPG,477,277,511,388,residence
/content/satellite_images_cropped/zm128m_lat14d635403_lon121d067003_cropped.JPG,0,345,56,420,residence
/content/satellite_images_cropped/zm128m_lat14d635403_lon121d067003_cropped.JPG,237,216,314,310,residence
/content/satellite_images_cropped/zm128m_lat14d635403_lon121d067003_cropped.JPG,115,217,246,309,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,68,0,101,18,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,423,41,511,205,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,0,0,41,60,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,269,0,418,151,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,97,16,221,98,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,0,66,22,103,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,271,69,370,232,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,0,138,83,230,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,0,445,16,494,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,467,451,511,511,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,8,453,126,511,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,183,464,279,511,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,285,494,350,511,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,0,253,22,290,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,322,250,366,343,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,211,249,295,335,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,42,215,144,419,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,367,239,510,429,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,0,317,45,393,residence
/content/satellite_images_cropped/zm128m_lat14d637717_lon121d068191_cropped.JPG,141,363,204,423,residence
